// <0000> 【月光散歩】
<0000> 【月光散歩】
// <0666> 瑚太朗
<0666> 瑚太朗

// <0667> 「皆にほめてもらいたい。好いてもらいたい」
<0667> 「皆にほめてもらいたい。好いてもらいたい」

// <0668> 瑚太朗
<0668> 瑚太朗

// <0669> 「人気者になりたい。ちやほやされたい。いい評価が欲しい」
<0669> 「人気者になりたい。ちやほやされたい。いい評価が欲しい」

// <0670> 瑚太朗
<0670> 瑚太朗

// <0671> 「…居場所が欲しい」
<0671> 「…居場所が欲しい」

// <0672> そうか。
<0672> そうか。

// <0673> そうだったのか、俺。
<0673> そうだったのか、俺。

// <0674> 心のつぼみが開いていく。
<0674> 心のつぼみが開いていく。

// <0675> 愚劣の花が咲く。
<0675> 愚劣の花が咲く。

// <0676> 悲しい反面、心地よい告白。懺悔に似ていた。
<0676> 悲しい反面、心地よい告白。懺悔に似ていた。

// <0677> 知らず、涙があふれた。
<0677> 知らず、涙があふれた。

// <0678> 瑚太朗
<0678> 瑚太朗

// <0679> 「どこかの誰かになりたかった。自分が、不器用だということを思い知っていたから」
<0679> 「どこかの誰かになりたかった。自分が、不器用だということを思い知っていたから」

// <0680> 瑚太朗
<0680> 瑚太朗

// <0681> 「不安だったんだ。みんな、いつかいなくなってしまいそうで…」
<0681> 「不安だったんだ。みんな、いつかいなくなってしまいそうで…」

// <0682> 瑚太朗
<0682> 瑚太朗

// <0683> 「ひとりにされることがこわかった」
<0683> 「ひとりにされることがこわかった」

// <0684> 瑚太朗
<0684> 瑚太朗

// <0685> 「オカ研だって、そんな動機ではじめたことだ」
<0685> 「オカ研だって、そんな動機ではじめたことだ」

// <0686> 瑚太朗
<0686> 瑚太朗

// <0687> 「かっこわるいな…俺…」
<0687> 「かっこわるいな…俺…」

// <0688> 瑚太朗
<0688> 瑚太朗

// <0689> 「人気取りに必死だっただけだなんて」
<0689> 「人気取りに必死だっただけだなんて」

// <0690> 瑚太朗
<0690> 瑚太朗

// <0691> 「好きな奴ができて、そいつに好きになってもらえりゃ、不安なんて消し飛んだ」
<0691> 「好きな奴ができて、そいつに好きになってもらえりゃ、不安なんて消し飛んだ」

// <0692> 瑚太朗
<0692> 瑚太朗

// <0693> 「そして世界に溶けて…けれどなぜか世界が溶けた」
<0693> 「そして世界に溶けて…けれどなぜか世界が溶けた」

// <0694> 瑚太朗
<0694> 瑚太朗

// <0695> 「そういうちっぽけな心しか持たない俺は、不幸だったのかな」
<0695> 「そういうちっぽけな心しか持たない俺は、不幸だったのかな」

// <0696> 瑚太朗
<0696> 瑚太朗

// <0697> 「でもな、どこかの誰かになった俺は、後悔なんてしないんだ」
<0697> 「でもな、どこかの誰かになった俺は、後悔なんてしないんだ」

// <0698> 瑚太朗
<0698> 瑚太朗

// <0699> 「充実してしまったら、後悔なんてなくなる」
<0699> 「充実してしまったら、後悔なんてなくなる」

// <0700> 瑚太朗
<0700> 瑚太朗

// <0701> 「好きなヤツのためなら、他のことなんてどうでもいい。世界が…」
<0701> 「好きなヤツのためなら、他のことなんてどうでもいい。世界が…」

// <0702> 瑚太朗
<0702> 瑚太朗

// <0703> 「世界が滅びたって…」
<0703> 「世界が滅びたって…」

// <0704> 瑚太朗
<0704> 瑚太朗

// <0705> 「…」
<0705> 「…」

// <0706> 瑚太朗
<0706> 瑚太朗

// <0707> 「何が間違ってたって言うんだ？」
<0707> 「何が間違ってたって言うんだ？」

// <0708> 瑚太朗
<0708> 瑚太朗

// <0709> 「誰だって似たようなもんだろ？　どうして俺だけがここに引っ立てられた？」
<0709> 「誰だって似たようなもんだろ？　どうして俺だけがここに引っ立てられた？」

// <0710> 瑚太朗
<0710> 瑚太朗

// <0711> 「なぜ俺だけが…こんな…場所に…？」
<0711> 「なぜ俺だけが…こんな…場所に…？」

// <0712> 草を掴む。
<0712> 草を掴む。

// <0713> ちぎり取って、投げつける。
<0713> ちぎり取って、投げつける。

// <0714> まるで責められているような気がした。
<0714> まるで責められているような気がした。

// <0715> 人間として必死に生きて、死んだ。
<0715> 人間として必死に生きて、死んだ。

// <0716> どの俺もそうだ。
<0716> どの俺もそうだ。

// <0717> 瑚太朗
<0717> 瑚太朗

// <0718> 「小さな人間なんだよ。ちっぽけな人間が、小さくまとまりながら生きた。それだけだ」
<0718> 「小さな人間なんだよ。ちっぽけな人間が、小さくまとまりながら生きた。それだけだ」

// <0719> 瑚太朗
<0719> 瑚太朗

// <0720> 「多少、厄介な位置にいたことはわかってる。けど単なる脇役だったろ？」
<0720> 「多少、厄介な位置にいたことはわかってる。けど単なる脇役だったろ？」

// <0721> 瑚太朗
<0721> 瑚太朗

// <0722> 「個人だったろ？」
<0722> 「個人だったろ？」

// <0723> 瑚太朗
<0723> 瑚太朗

// <0724> 「なぜ俺だけがこんなところに島流しになってる…」
<0724> 「なぜ俺だけがこんなところに島流しになってる…」

// <0725> 瑚太朗
<0725> 瑚太朗

// <0726> 「小鳥は？　静流は？　朱音は？　ちはやは？　ルチアは？」
<0726> 「小鳥は？　静流は？　朱音は？　ちはやは？　ルチアは？」

// <0727> 瑚太朗
<0727> 瑚太朗

// <0728> 「江坂さんはどうした？　加島って婆さんは？」
<0728> 「江坂さんはどうした？　加島って婆さんは？」

// <0729> 瑚太朗
<0729> 瑚太朗

// <0730> 「みんな俺より大物だろ？」
<0730> 「みんな俺より大物だろ？」

// <0731> 瑚太朗
<0731> 瑚太朗

// <0732> 「なんで、そっとしておいてくんないんだよ…」
<0732> 「なんで、そっとしておいてくんないんだよ…」

// <0733> 頭を抱える。
<0733> 頭を抱える。

// <0734> みっともない俺になる。
<0734> みっともない俺になる。

// <0735> 構うものか。
<0735> 構うものか。

// <0736> どうせここに社会はない。共同体もない。
<0736> どうせここに社会はない。共同体もない。

// <0737> 素を出したって失うものなどない。
<0737> 素を出したって失うものなどない。

// <0738> そう、これが本当の俺だ。
<0738> そう、これが本当の俺だ。

// <0739> 臆病で小心、人目を気にしてビクついている、小さな魂。
<0739> 臆病で小心、人目を気にしてビクついている、小さな魂。

// <0740> そのかわり多くも求めない、小さな魂。
<0740> そのかわり多くも求めない、小さな魂。

// <0741> 俺は自分が嫌いだった。
<0741> 俺は自分が嫌いだった。

// <0742> 本当に泣きたいくらい嫌いだった。
<0742> 本当に泣きたいくらい嫌いだった。

// <0743> 変わりたかった。だけど、空回りばかりした。
<0743> 変わりたかった。だけど、空回りばかりした。

// <0744> 慟哭する。
<0744> 慟哭する。

// <0745> いっそ消えてしまいたい。
<0745> いっそ消えてしまいたい。

// <0746> いろいろな人生を思い出したくなんかない。
<0746> いろいろな人生を思い出したくなんかない。

// <0747> どれをとっても、その場しのぎの人生で…小さくて、情けなくて、虚しかった。
<0747> どれをとっても、その場しのぎの人生で…小さくて、情けなくて、虚しかった。

// <0748> 気がつくと、少女が俺の前に立っている。
<0748> 気がつくと、少女が俺の前に立っている。

// <0749> 少女＿篝
<0749> 少女＿篝

// <0750> 「…」
<0750> 「…」

// <0751> 瑚太朗
<0751> 瑚太朗

// <0752> 「はは、また殺したいのか？」
<0752> 「はは、また殺したいのか？」

// <0753> 瑚太朗
<0753> 瑚太朗

// <0754> 「いいよ、殺してくれよ。消滅させてくれ」
<0754> 「いいよ、殺してくれよ。消滅させてくれ」

// <0755> 瑚太朗
<0755> 瑚太朗

// <0756> 「考えないで済むようにしてくれ」
<0756> 「考えないで済むようにしてくれ」

// <0757> 瑚太朗
<0757> 瑚太朗

// <0758> 「無に戻してくれ…」
<0758> 「無に戻してくれ…」

// <0759> 瑚太朗
<0759> 瑚太朗

// <0760> 「頼む…」
<0760> 「頼む…」

// <0761> 少女＿篝
<0761> 少女＿篝

// <0762> 「…」
<0762> 「…」

// <0763> 何も語ろうとはしない。
<0763> 何も語ろうとはしない。

// <0764> 冷たい目で見下ろしている。
<0764> 冷たい目で見下ろしている。

// <0765> 軽蔑しているようにも見える。
<0765> 軽蔑しているようにも見える。

// <0766> 俺にはもう何もない。
<0766> 俺にはもう何もない。

// <0767> 偽りの笑顔も、作られた言葉も、演じられた態度で示される親愛も。
<0767> 偽りの笑顔も、作られた言葉も、演じられた態度で示される親愛も。

// <0768> すべて失っていた。
<0768> すべて失っていた。

// <0769> 瑚太朗
<0769> 瑚太朗

// <0770> 「なんなんだよ、あんた…」
<0770> 「なんなんだよ、あんた…」

// <0771> 瑚太朗
<0771> 瑚太朗

// <0772> 「一体何者だよ！」
<0772> 「一体何者だよ！」

// <0773> 少女＿篝
<0773> 少女＿篝

// <0774> 「■」
<0774> 「■」

// <0775> 澄んだ音がした。
<0775> 澄んだ音がした。

// <0776> 化石になった脳の表面が割れて、新しいものが芽吹いた。
<0776> 化石になった脳の表面が割れて、新しいものが芽吹いた。

// <0777> 花だ。
<0777> 花だ。

// <0778> 頭蓋の内に花がひしめく。
<0778> 頭蓋の内に花がひしめく。

// <0779> おぞましい花たち。
<0779> おぞましい花たち。

// <0780> ヒルみたいな花弁を波打たせて。
<0780> ヒルみたいな花弁を波打たせて。

// <0781> ああ気持ち悪い。
<0781> ああ気持ち悪い。

// <0782> 花も植物も気持ち悪い。虫も動物も細菌も薄気味悪い。
<0782> 花も植物も気持ち悪い。虫も動物も細菌も薄気味悪い。

// <0783> 地球は汚い。
<0783> 地球は汚い。

// <0784> 誰が言った、美しい地球だなんて。
<0784> 誰が言った、美しい地球だなんて。

// <0785> うつくしくねーよ。よく見ろ。
<0785> うつくしくねーよ。よく見ろ。

// <0786> きれいなものなんてひとつもないじゃないか。
<0786> きれいなものなんてひとつもないじゃないか。

// <0787> どいつもこいつも利己的で。
<0787> どいつもこいつも利己的で。

// <0788> 薄気味悪い節足動物、環形動物だらけじゃないか。
<0788> 薄気味悪い節足動物、環形動物だらけじゃないか。

// <0789> 霊長たる人間が、美しいはずもない。
<0789> 霊長たる人間が、美しいはずもない。

// <0790> どいつもこいつもかっぱん病になってしまえばいい。
<0790> どいつもこいつもかっぱん病になってしまえばいい。

// <0791> 瑚太朗
<0791> 瑚太朗

// <0792> 「…ううぅ！」
<0792> 「…ううぅ！」

// <0793> 脳が変質していく。
<0793> 脳が変質していく。

// <0794> 組み変わって、新たなバイパスができていく。
<0794> 組み変わって、新たなバイパスができていく。

// <0795> 知性、理解力の向上。
<0795> 知性、理解力の向上。

// <0796> 間近で見てはじめてわかる。
<0796> 間近で見てはじめてわかる。

// <0797> 瞳に浮かぶ黒目が、同心円状の稠密な渦をなしていた。
<0797> 瞳に浮かぶ黒目が、同心円状の稠密な渦をなしていた。

// <0798> 人ではないことを示す異質な眼なのだ。
<0798> 人ではないことを示す異質な眼なのだ。

// <0799> 瑚太朗
<0799> 瑚太朗

// <0800> 「篝…と言ったのか？」
<0800> 「篝…と言ったのか？」

// <0801> いや違う。
<0801> いや違う。

// <0802> 彼女は『言った』のではない。
<0802> 彼女は『言った』のではない。

// <0803> 『鳴った』のだ。
<0803> 『鳴った』のだ。

// <0804> 篝というのは個体名ではない。
<0804> 篝というのは個体名ではない。

// <0805> 存在を示す響きだ。
<0805> 存在を示す響きだ。

// <0806> それは効果音のようなものか？
<0806> それは効果音のようなものか？

// <0807> わからない。人間の言葉では説明することができない。
<0807> わからない。人間の言葉では説明することができない。

// <0808> 台風の轟音を、その名とするようなものだ。
<0808> 台風の轟音を、その名とするようなものだ。

// <0809> だが他に、呼び名がない。
<0809> だが他に、呼び名がない。

// <0810> 少女の形をした現象。その名は篝。
<0810> 少女の形をした現象。その名は篝。

// <0811> 涙をぬぐう。
<0811> 涙をぬぐう。

// <0812> 原因は俺の言葉か？　あるいは態度か？
<0812> 原因は俺の言葉か？　あるいは態度か？

// <0813> 対話を放棄したはずの俺の本音が、この篝とやらを動かしたのか…
<0813> 対話を放棄したはずの俺の本音が、この篝とやらを動かしたのか…

// <0814> 脳がもう限界に達していた。
<0814> 脳がもう限界に達していた。

// <0815> すでに意識は遠い。活動限界だ。
<0815> すでに意識は遠い。活動限界だ。

// <0816> 篝が無表情に見下ろしている。
<0816> 篝が無表情に見下ろしている。

// <0817> 丘に咲き乱れる花たちが、俺をあざ笑うように揺れていた。
<0817> 丘に咲き乱れる花たちが、俺をあざ笑うように揺れていた。

// <0818> これはデイジー。ひな菊だ。
<0818> これはデイジー。ひな菊だ。

// <0819> 白と黒の…ひな菊の丘…
<0819> 白と黒の…ひな菊の丘…

// <0820> 少女…篝は相変わらずそこにいた。
<0820> 少女…篝は相変わらずそこにいた。

// <0821> 例の巨大用紙にへばりついて、指先でなぞるような作業をしている。
<0821> 例の巨大用紙にへばりついて、指先でなぞるような作業をしている。

// <0822> 瑚太朗
<0822> 瑚太朗

// <0823> 「…篝？」
<0823> 「…篝？」

// <0824> 篝
<0824> 篝

// <0825> 「…」
<0825> 「…」

// <0826> 少女は俺の呼びかけに、素直に顔をあげた。
<0826> 少女は俺の呼びかけに、素直に顔をあげた。

// <0827> …背筋が冷える。
<0827> …背筋が冷える。

// <0828> 視線が俺を素通りしている気がする。
<0828> 視線が俺を素通りしている気がする。

// <0829> 骨髄の機能や脳の電気的発信、あるいは遺伝的機能を俺の主体として見透かしているような…
<0829> 骨髄の機能や脳の電気的発信、あるいは遺伝的機能を俺の主体として見透かしているような…

// <0830> そういう不気味な見られ方に感じた。
<0830> そういう不気味な見られ方に感じた。

// <0831> 瑚太朗
<0831> 瑚太朗

// <0832> 「その、あんたの足下にある図は…」
<0832> 「その、あんたの足下にある図は…」

// <0833> 近寄るとリボンが大増殖し、それぞれ刺々しく変形した。
<0833> 近寄るとリボンが大増殖し、それぞれ刺々しく変形した。

// <0834> 瑚太朗
<0834> 瑚太朗

// <0835> 「…待て、敵意はない…見るだけだよ…」
<0835> 「…待て、敵意はない…見るだけだよ…」

// <0836> 両手をあげたまま、巨大な紙に目を落とす。
<0836> 両手をあげたまま、巨大な紙に目を落とす。

// <0837> 樹木――
<0837> 樹木――

// <0838> 瑚太朗
<0838> 瑚太朗

// <0839> 「…っ！」
<0839> 「…っ！」

// <0840> 一瞬で、吐き気がした。
<0840> 一瞬で、吐き気がした。

// <0841> それは危険な知識だった。
<0841> それは危険な知識だった。

// <0842> 毒性を持つ…！
<0842> 毒性を持つ…！

// <0843> 慌てて目を閉じる。
<0843> 慌てて目を閉じる。

// <0844> それで霧散せずに済んだ。
<0844> それで霧散せずに済んだ。

// <0845> 見続けていたら、ものの数秒で存在ごと引き裂かれていたところだ。
<0845> 見続けていたら、ものの数秒で存在ごと引き裂かれていたところだ。

// <0846> ズキズキと痛む眉間を指でおさえながら、深呼吸して回復をはかる。
<0846> ズキズキと痛む眉間を指でおさえながら、深呼吸して回復をはかる。

// <0847> 瑚太朗
<0847> 瑚太朗

// <0848> 「理論…これが…？」
<0848> 「理論…これが…？」

// <0849> 拾った情報の粒子ひとつぶで、人の専門書数千冊分もの教えが含まれていた。
<0849> 拾った情報の粒子ひとつぶで、人の専門書数千冊分もの教えが含まれていた。

// <0850> 篝
<0850> 篝

// <0851> 「…」
<0851> 「…」

// <0852> 篝は俺に対する興味を失い、巨大紙に意識を戻した。
<0852> 篝は俺に対する興味を失い、巨大紙に意識を戻した。

// <0853> 指先でなぞると、書かれていた図形が一本線に展開し、再び密集して別の図形へと変わる。
<0853> 指先でなぞると、書かれていた図形が一本線に展開し、再び密集して別の図形へと変わる。

// <0854> そのようにして書き換えているらしい。
<0854> そのようにして書き換えているらしい。

// <0855> 瑚太朗
<0855> 瑚太朗

// <0856> 「あんた、ずっとひとりか？」
<0856> 「あんた、ずっとひとりか？」

// <0857> 篝
<0857> 篝

// <0858> 「…」
<0858> 「…」

// <0859> 瑚太朗
<0859> 瑚太朗

// <0860> 「なあ、篝」
<0860> 「なあ、篝」

// <0861> 篝
<0861> 篝

// <0862> 「…」
<0862> 「…」

// <0863> ため息をつく。
<0863> ため息をつく。

// <0864> 長い戦いになりそうだった。
<0864> 長い戦いになりそうだった。

// <0865> 寝そべって、夜空を眺める。
<0865> 寝そべって、夜空を眺める。

// <0866> 明るい夜は、暗い昼のようでもある。
<0866> 明るい夜は、暗い昼のようでもある。

// <0867> 寒くもない夜は、暖かくもない昼と似ている。
<0867> 寒くもない夜は、暖かくもない昼と似ている。

// <0868> すべてが平均化されたような。
<0868> すべてが平均化されたような。

// <0869> 月見は睡魔を誘う。
<0869> 月見は睡魔を誘う。

// <0870> 目を閉じると、すぐに自我も溶けた。
<0870> 目を閉じると、すぐに自我も溶けた。

// <0871> そういえば。
<0871> そういえば。

// <0872> …俺は、現世で篝と出会っている。
<0872> …俺は、現世で篝と出会っている。

// <0873> 一度や二度じゃない。
<0873> 一度や二度じゃない。

// <0874> かなりの頻度で。
<0874> かなりの頻度で。

// <0875> 瑚太朗
<0875> 瑚太朗

// <0876> （いつ会ったって？）
<0876> （いつ会ったって？）

// <0877> 思い出せない。
<0877> 思い出せない。

// <0878> もやっとした記憶の奥に、真相は隠れている。
<0878> もやっとした記憶の奥に、真相は隠れている。

// <0879> こんな夜に出現してしまった代償か、すべてが遠く感じられた。
<0879> こんな夜に出現してしまった代償か、すべてが遠く感じられた。

// <0880> まるで水面に映った月のようだ、俺は。
<0880> まるで水面に映った月のようだ、俺は。

// <0881> 関係があることは確実だ。
<0881> 関係があることは確実だ。

// <0882> 対話は困難だが…
<0882> 対話は困難だが…

// <0883> 少しずつ態度は軟化している。
<0883> 少しずつ態度は軟化している。

// <0884> 歩み寄ろう。
<0884> 歩み寄ろう。

// <0885> 遺伝子が互いの情報を持ち寄って、新たな命のパターンを編むように。
<0885> 遺伝子が互いの情報を持ち寄って、新たな命のパターンを編むように。

// <0886> 多様性を生み、可能性に至るために。
<0886> 多様性を生み、可能性に至るために。

// <0887> 篝
<0887> 篝

// <0888> 「…」
<0888> 「…」

// <0889> 瑚太朗
<0889> 瑚太朗

// <0890> 「…よう」
<0890> 「…よう」

// <0891> 挨拶すると、篝は俺をチラ見した。
<0891> 挨拶すると、篝は俺をチラ見した。

// <0892> 少しだけリボンがささくれ立つ。
<0892> 少しだけリボンがささくれ立つ。

// <0893> 瑚太朗
<0893> 瑚太朗

// <0894> （あと二歩近寄ったら…攻撃されるなこりゃ…）
<0894> （あと二歩近寄ったら…攻撃されるなこりゃ…）

// <0895> 触れることも話すこともできない。
<0895> 触れることも話すこともできない。

// <0896> なら今は、情報を集めて分析するくらいしかできない。
<0896> なら今は、情報を集めて分析するくらいしかできない。

// <0897> 情報。
<0897> 情報。

// <0898> 彼女の足下にそれはある。
<0898> 彼女の足下にそれはある。

// <0899> 巨大用紙に書き込まれているのは、複雑な図形だ。
<0899> 巨大用紙に書き込まれているのは、複雑な図形だ。

// <0900> 数列と記号、線と辺。
<0900> 数列と記号、線と辺。

// <0901> それら高密度の集積体が、さらに圧縮されて理論の一部をなす構造。
<0901> それら高密度の集積体が、さらに圧縮されて理論の一部をなす構造。

// <0902> すべてが人知を超えた記述で、全体として流れ図になっていることしか理解できない。
<0902> すべてが人知を超えた記述で、全体として流れ図になっていることしか理解できない。

// <0903> 流れ図…
<0903> 流れ図…

// <0904> それは薄目で眺めると、巨大な樹木のようにも見えた。
<0904> それは薄目で眺めると、巨大な樹木のようにも見えた。

// <0905> 最初はただ一つの流れが、枝を張り出し、扇状に広がって…
<0905> 最初はただ一つの流れが、枝を張り出し、扇状に広がって…

// <0906> 瑚太朗
<0906> 瑚太朗

// <0907> （見たらヤバい）
<0907> （見たらヤバい）

// <0908> 目を閉じる。
<0908> 目を閉じる。

// <0909> …引き込まれかけていた。
<0909> …引き込まれかけていた。

// <0910> ごろっとした高密度の塊を、脳に埋められた。
<0910> ごろっとした高密度の塊を、脳に埋められた。

// <0911> 焼け石と誤認してしまうほどの、硬く圧縮された情報。
<0911> 焼け石と誤認してしまうほどの、硬く圧縮された情報。

// <0912> 表面がほんの少し揮発しただけで、何年もかけて学ぶような体系化された知識が、俺の内に刺激臭とともに広がっていく。
<0912> 表面がほんの少し揮発しただけで、何年もかけて学ぶような体系化された知識が、俺の内に刺激臭とともに広がっていく。

// <0913> 先ほどの樹木イメージが、それらの解凍データと結びつくや否や――
<0913> 先ほどの樹木イメージが、それらの解凍データと結びつくや否や――

// <0914> 瑚太朗
<0914> 瑚太朗

// <0915> 「………ッ」
<0915> 「………ッ」

// <0916> 電流めいた衝撃が、鼻の奥から脳天まで突き抜けた。
<0916> 電流めいた衝撃が、鼻の奥から脳天まで突き抜けた。

// <0917> 頭と四肢を繋ぐ回線が焼き切れる。
<0917> 頭と四肢を繋ぐ回線が焼き切れる。

// <0918> 地面に膝をつく。
<0918> 地面に膝をつく。

// <0919> もう指一本動かせない。
<0919> もう指一本動かせない。

// <0920> 瑚太朗
<0920> 瑚太朗

// <0921> （これは…命の理論なのか）
<0921> （これは…命の理論なのか）

// <0922> ひとつの理解と引き替えに、俺は砕けた。
<0922> ひとつの理解と引き替えに、俺は砕けた。

// <0923> 【因果の断片】
<0923> 【因果の断片】

// <0924> 鍵について思い出してみる。
<0924> 鍵について思い出してみる。

// <0925> 誰もがそれを追っていた。
<0925> 誰もがそれを追っていた。

// <0926> 鍵を巡って、たくさんの血が流れた。
<0926> 鍵を巡って、たくさんの血が流れた。

// <0927> 時には俺もそのひとりだった。
<0927> 時には俺もそのひとりだった。

// <0928> 鍵は不可視の存在。
<0928> 鍵は不可視の存在。

// <0929> だが確実なものではなく、知覚できる者もいた。
<0929> だが確実なものではなく、知覚できる者もいた。

// <0930> 時には俺自身も彼女を目にした。
<0930> 時には俺自身も彼女を目にした。

// <0931> 力が高まったり、不安定になったりすると、鍵の姿をとらえることができた。
<0931> 力が高まったり、不安定になったりすると、鍵の姿をとらえることができた。

// <0932> 鍵は文明を融かすものだ。
<0932> 鍵は文明を融かすものだ。

// <0933> 傲慢な人類を裁く、大地の使者という説があった。
<0933> 傲慢な人類を裁く、大地の使者という説があった。

// <0934> 有害な人類を駆除するための免疫的存在という説も。
<0934> 有害な人類を駆除するための免疫的存在という説も。

// <0935> 地底人説なんてのも聞いたことがある。
<0935> 地底人説なんてのも聞いたことがある。

// <0936> みんな、鍵について何も知らないまま死んでいった…
<0936> みんな、鍵について何も知らないまま死んでいった…

// <0937> 鍵と同じ姿をした篝は、無人の夜で命の記述に没入している。
<0937> 鍵と同じ姿をした篝は、無人の夜で命の記述に没入している。

// <0938> 瑚太朗
<0938> 瑚太朗

// <0939> 「あんたの研究…」
<0939> 「あんたの研究…」

// <0940> 答えはないと知りつつ、話しかけてみる。
<0940> 答えはないと知りつつ、話しかけてみる。

// <0941> 瑚太朗
<0941> 瑚太朗

// <0942> 「世界を滅ぼすためのものなのかな」
<0942> 「世界を滅ぼすためのものなのかな」

// <0943> 篝
<0943> 篝

// <0944> 「…」
<0944> 「…」

// <0945> 瑚太朗
<0945> 瑚太朗

// <0946> 「人間は環境を破壊しすぎた。温暖化や環境汚染は人が引き起こしたものだ」
<0946> 「人間は環境を破壊しすぎた。温暖化や環境汚染は人が引き起こしたものだ」

// <0947> 瑚太朗
<0947> 瑚太朗

// <0948> 「だから滅ぼすのか？」
<0948> 「だから滅ぼすのか？」

// <0949> 篝
<0949> 篝

// <0950> 「…」
<0950> 「…」

// <0951> 瑚太朗
<0951> 瑚太朗

// <0952> 「…だよな」
<0952> 「…だよな」

// <0953> ショックで崩壊してしまったとはいえ、篝の理論を見たことで、俺の知的段階は引き上げられている。
<0953> ショックで崩壊してしまったとはいえ、篝の理論を見たことで、俺の知的段階は引き上げられている。

// <0954> それで理解したことがある。
<0954> それで理解したことがある。

// <0955> たとえばここでの変化は、時間によって発生しない。
<0955> たとえばここでの変化は、時間によって発生しない。

// <0956> ただ事象だけが推移する。
<0956> ただ事象だけが推移する。

// <0957> どんな振る舞いが推移のきっかけになるかはわからない。
<0957> どんな振る舞いが推移のきっかけになるかはわからない。

// <0958> 行動してみる他ないだろう。
<0958> 行動してみる他ないだろう。

// <0959> つまり、ただ待っているだけでは物事は進まないという意味だ。
<0959> つまり、ただ待っているだけでは物事は進まないという意味だ。

// <0960> 俺は立ち上がる。
<0960> 俺は立ち上がる。

// <0961> また街を歩いてみようという気分になっていた。
<0961> また街を歩いてみようという気分になっていた。

// <0962> 森の中…
<0962> 森の中…

// <0963> 懐かしい雰囲気が漂っていた。
<0963> 懐かしい雰囲気が漂っていた。

// <0964> 近くに来なければ気付けないほどの、かすかな気配だ。
<0964> 近くに来なければ気付けないほどの、かすかな気配だ。

// <0965> 人影があった。
<0965> 人影があった。

// <0966> 瑚太朗
<0966> 瑚太朗

// <0967> 「…小鳥…か？」
<0967> 「…小鳥…か？」

// <0968> 近寄ってみると、苔に覆われた木像のようなものが立っているだけだった。
<0968> 近寄ってみると、苔に覆われた木像のようなものが立っているだけだった。

// <0969> 朽ちた木が、丸みを帯びてできた自然物にも思えた。
<0969> 朽ちた木が、丸みを帯びてできた自然物にも思えた。

// <0970> だが俺は、どうしようもなく小鳥を感じた。
<0970> だが俺は、どうしようもなく小鳥を感じた。

// <0971> 触れてみる。
<0971> 触れてみる。

// <0972> 瑚太朗
<0972> 瑚太朗

// <0973> 「なあ？」
<0973> 「なあ？」

// <0974> 言葉も発さない。
<0974> 言葉も発さない。

// <0975> ただ同じ場所にとどまっているだけだ。
<0975> ただ同じ場所にとどまっているだけだ。

// <0976> 形と意味を持たないのだ。
<0976> 形と意味を持たないのだ。

// <0977> 瑚太朗
<0977> 瑚太朗

// <0978> 「こんな…寂しい場所で、ひとりなんだな」
<0978> 「こんな…寂しい場所で、ひとりなんだな」

// <0979> あいつの有り様をあらわしているようで、胸が痛んだ。
<0979> あいつの有り様をあらわしているようで、胸が痛んだ。

// <0980> いつも朱音が座っていた椅子に、人の形をした紙切れが寄りかかっていた。
<0980> いつも朱音が座っていた椅子に、人の形をした紙切れが寄りかかっていた。

// <0981> 人型には見覚えがある。
<0981> 人型には見覚えがある。

// <0982> あの式紙だ。
<0982> あの式紙だ。

// <0983> 瑚太朗
<0983> 瑚太朗

// <0984> 「…朱音さんか？」
<0984> 「…朱音さんか？」

// <0985> 反応はない。
<0985> 反応はない。

// <0986> これが彼女に縁深いことは間違いがないが…
<0986> これが彼女に縁深いことは間違いがないが…

// <0987> 瑚太朗
<0987> 瑚太朗

// <0988> 「うすっぺらいじゃないか…はは」
<0988> 「うすっぺらいじゃないか…はは」

// <0989> いい気味だ、と思おうとした。
<0989> いい気味だ、と思おうとした。

// <0990> …その試みは、失敗した。
<0990> …その試みは、失敗した。

// <0991> 持って帰ろうかとも思ったが、おそらくは無意味だろう。
<0991> 持って帰ろうかとも思ったが、おそらくは無意味だろう。

// <0992> 立ち去ることにした。
<0992> 立ち去ることにした。

// <0993> 無人のデパートは、なにひとつ損なわれていないにも関わらず、廃墟のようだった。
<0993> 無人のデパートは、なにひとつ損なわれていないにも関わらず、廃墟のようだった。

// <0994> そこにあいつがいた。
<0994> そこにあいつがいた。

// <0995> 瑚太朗
<0995> 瑚太朗

// <0996> 「おまえは…」
<0996> 「おまえは…」

// <0997> 布に覆われたものが置いてある。
<0997> 布に覆われたものが置いてある。

// <0998> 通路の真ん中に、ぽつんと。
<0998> 通路の真ん中に、ぽつんと。

// <0999> 大きさは、立った子どもほどだ。
